Breviolum98143	K19755
Breviolum207486	K00128
Breviolum399431	K11407
Breviolum383765	K13207
Breviolum182105	K24485
Breviolum78636	K02183
Breviolum392316	K08794
Breviolum335212	K03178
Breviolum383965	K17783
Breviolum268586	K03762
Breviolum44848	K23490
Breviolum384686	K10960
Breviolum68856	K15535
Breviolum175168	K07511
Breviolum269873	K13755
Breviolum206103	K00558
Breviolum71125	K19682
Breviolum59790	K10586
Breviolum309882	K12733
Breviolum68510	K01647
Breviolum32798	K01673
Breviolum2261	K03686
Breviolum196626	K14683
Breviolum191670	K12164
Breviolum81466	K03798
Breviolum389703	K00948
Breviolum79785	K03145
Breviolum198284	K10380
Breviolum83171	K06641
Breviolum81633	K19430
Breviolum310772	K09537
Breviolum87480	K03665
Breviolum75189	K08830
Breviolum209504	K20027
Breviolum58606	K20308
Breviolum19306	K00889
Breviolum196656	K20093
Breviolum67729	K02984
Breviolum229913	K00543
Breviolum303162	K09517
Breviolum411596	K06261
Breviolum52619	K02987
Breviolum40968	K09592
Breviolum47428	K00939
Breviolum2973	K04043
Breviolum264226	K15111
Breviolum90883	K00505
Breviolum81893	K18693
Breviolum352768	K06180
Breviolum307350	K15001
Breviolum275065	K00557
Breviolum40013	K00059
Breviolum396494	K00831
Breviolum27744	K03772
Breviolum69013	K17341
Breviolum209043	K01379
Breviolum74051	K06630
Breviolum345829	K20843
Breviolum6504	K13412
Breviolum63817	K09518
Breviolum8916	K12859
Breviolum86901	K06258
Breviolum31803	K24553
Breviolum92881	K11251
Breviolum49178	K08287
Breviolum82372	K12818
Breviolum268483	K17710
Breviolum305460	K03456
Breviolum215111	K09456
Breviolum267805	K10448
Breviolum283467	K03767
Breviolum391815	K00143
Breviolum385040	K13289
Breviolum191676	K19603
Breviolum247585	K03696
Breviolum305067	K14379
Breviolum264069	K02979
Breviolum59964	K02365
Breviolum75055	K19756
Breviolum384341	K04688
Breviolum24047	K02603
Breviolum90186	K09512
Breviolum23121	K06627
Breviolum46542	K09181
Breviolum308867	K20028
Breviolum74770	K10380
Breviolum190292	K08798
Breviolum9032	K06180
Breviolum229810	K19008
Breviolum69816	K20352
Breviolum348419	K17339
Breviolum48915	K18417
Breviolum88987	K02915
Breviolum387258	K01092
Breviolum168398	K12655
Breviolum388984	K21734
Breviolum51200	K01379
Breviolum51544	K00476
Breviolum48995	K12132
Breviolum47805	K06627
Breviolum62839	K12835
Breviolum202479	K00604
Breviolum28193	K03515
Breviolum386383	K00286
Breviolum306773	K07941
Breviolum36897	K15173
Breviolum81163	K11805
Breviolum173280	K05643
Breviolum266654	K01883
Breviolum314663	K13696
Breviolum56277	K07376
Breviolum82510	K23518
Breviolum56397	K06269
Breviolum33852	K24350
Breviolum58060	K02931
Breviolum81263	K23029
Breviolum198724	K22614
Breviolum2320	K03234
Breviolum227900	K03231
Breviolum321554	K00606
Breviolum33730	K15100
Breviolum231092	K02875
Breviolum33601	K10455
Breviolum9407	K09941
Breviolum389164	K02219
Breviolum44503	K02959
Breviolum205765	K17583
Breviolum31506	K12492
Breviolum58654	K18764
Breviolum32974	K05633
Breviolum418133	K13023
Breviolum27703	K12860
Breviolum206618	K01867
Breviolum267573	K18042
Breviolum7306	K11126
Breviolum392653	K20032
Breviolum96914	K16482
Breviolum49850	K10768
Breviolum74765	K21440
Breviolum190915	K01634
Breviolum178639	K02256
Breviolum39672	K18670
Breviolum54024	K03248
Breviolum346180	K02183
Breviolum50026	K08734
Breviolum196917	K07937
Breviolum9079	K25210
Breviolum70593	K20362
Breviolum265136	K08246
Breviolum164687	K02183
Breviolum311792	K06941
Breviolum98588	K15113
Breviolum170114	K07552
Breviolum17830	K11160
Breviolum264401	K01210
Breviolum346840	K07759
Breviolum348747	K12826
Breviolum62566	K25425
Breviolum81563	K03327
Breviolum240049	K02971
Breviolum5678	K01076
Breviolum74982	K00232
Breviolum167080	K16914
Breviolum28649	K14755
Breviolum33393	K00993
Breviolum59271	K18598
Breviolum211757	K20471
Breviolum54031	K02874
Breviolum58664	K09584
Breviolum62961	K06668
Breviolum246342	K06630
Breviolum410110	K02708
Breviolum92553	K16794
Breviolum88223	K11838
Breviolum351295	K20101
Breviolum74926	K10380
Breviolum63684	K12132
Breviolum278059	K02866
Breviolum308958	K12389
Breviolum345744	K09592
Breviolum226889	K06180
Breviolum349660	K20367
Breviolum231193	K02156
Breviolum31322	K00710
Breviolum180034	K12864
Breviolum349634	K05765
Breviolum81542	K19680
Breviolum174680	K14861
Breviolum93615	K15665
Breviolum88129	K04780
Breviolum7471	K10380
Breviolum68955	K09499
Breviolum388635	K10380
Breviolum88901	K08869
Breviolum227968	K00078
Breviolum253340	K08582
Breviolum57539	K21989
Breviolum229338	K22072
Breviolum194077	K00134
Breviolum173625	K19026
Breviolum84689	K01190
Breviolum273057	K13886
Breviolum225755	K06180
Breviolum27218	K06180
Breviolum53479	K11450
Breviolum304433	K12607
Breviolum234040	K04460
Breviolum63745	K08057
Breviolum39610	K05665
Breviolum264191	K07759
Breviolum266711	K09578
Breviolum83150	K15516
Breviolum7860	K10860
Breviolum394181	K21440
Breviolum57271	K16675
Breviolum86062	K00362
Breviolum53165	K10866
Breviolum279275	K08341
Breviolum70641	K12011
Breviolum168107	K19525
Breviolum62782	K06901
Breviolum88616	K01379
Breviolum95371	K01939
Breviolum360901	K20029
Breviolum239594	K04079
Breviolum57336	K24929
Breviolum176233	K21862
Breviolum343438	K10329
Breviolum86063	K13617
Breviolum173539	K09608
Breviolum310100	K06213
Breviolum39552	K13412
Breviolum9514	K01867
Breviolum97793	K09861
Breviolum7191	K01205
Breviolum49915	K07151
Breviolum171757	K16196
Breviolum275227	K01365
Breviolum351720	K02962
Breviolum305795	K01803
Breviolum58568	K13026
Breviolum58493	K14415
Breviolum72818	K24427
Breviolum197313	K02040
Breviolum64453	K24826
Breviolum250194	K02706
Breviolum345498	K00860
Breviolum53080	K01081
Breviolum345754	K09580
Breviolum349892	K08798
Breviolum69487	K17943
Breviolum199169	K00574
Breviolum347864	K02882
Breviolum69403	K04834
Breviolum6803	K14026
Breviolum18936	K13354
Breviolum59973	K24611
Breviolum191359	K10407
Breviolum351885	K20032
Breviolum384110	K14568
Breviolum279231	K08582
Breviolum69586	K04882
Breviolum266509	K20791
Breviolum207384	K23628
Breviolum62735	K02516
Breviolum2330	K11968
Breviolum389271	K16726
Breviolum174834	K08582
Breviolum97873	K13448
Breviolum4738	K17973
Breviolum51341	K21029
Breviolum205874	K05632
Breviolum169812	K17839
Breviolum346911	K01638
Breviolum89310	K00145
Breviolum49894	K16912
Breviolum347731	K01125
Breviolum70489	K11000
Breviolum393600	K09660
Breviolum304762	K13341
Breviolum93747	K10685
Breviolum266975	K24133
Breviolum95011	K03979
Breviolum394244	K03259
Breviolum67891	K15381
Breviolum32632	K01115
Breviolum311193	K24512
Breviolum62840	K07748
Breviolum38651	K10839
Breviolum54369	K08193
Breviolum272196	K01307
Breviolum34308	K17616
Breviolum279995	K07953
Breviolum70994	K09502
Breviolum28140	K00057
Breviolum210148	K10418
Breviolum95787	K12823
Breviolum7070	K06173
Breviolum27642	K07376
Breviolum271042	K19755
Breviolum88149	K16602
Breviolum79929	K01488
Breviolum1793	K18327
Breviolum55760	K06793
Breviolum69892	K00128
Breviolum62869	K20777
Breviolum67677	K10408
Breviolum32284	K20045
Breviolum174631	K19360
Breviolum386358	K13336
Breviolum81257	K06013
Breviolum89581	K04464
Breviolum2489	K04456
Breviolum383216	K04345
Breviolum314055	K13646
Breviolum91593	K20242
Breviolum268942	K15210
Breviolum71176	K00558
Breviolum377428	K04043
Breviolum349371	K18826
Breviolum27413	K11323
Breviolum92340	K01915
Breviolum50944	K01710
Breviolum68217	K15445
Breviolum43797	K00771
Breviolum53268	K05812
Breviolum54324	K02969
Breviolum343380	K16900
Breviolum395087	K07936
Breviolum277827	K09495
Breviolum205934	K04459
Breviolum5945	K20989
Breviolum369897	K05864
Breviolum28836	K14456
Breviolum81224	K09522
Breviolum349265	K01850
Breviolum63426	K15042
Breviolum398817	K15429
Breviolum41876	K00600
Breviolum370913	K01810
Breviolum70074	K24205
Breviolum209167	K25395
Breviolum59662	K14165
Breviolum344129	K14379
Breviolum313784	K08056
Breviolum85540	K02183
Breviolum5002	K12472
Breviolum304388	K10846
Breviolum173068	K01803
Breviolum31450	K01802
Breviolum49536	K01177
Breviolum325257	K12460
Breviolum86157	K06178
Breviolum3575	K05592
Breviolum227483	K11412
Breviolum82452	K07198
Breviolum68714	K11438
Breviolum93429	K01915
Breviolum167598	K20353
Breviolum81333	K04954
Breviolum68944	K08292
Breviolum85829	K00135
Breviolum97733	K15441
Breviolum228616	K10860
Breviolum345480	K07023
Breviolum305409	K03358
Breviolum97400	K04855
Breviolum269264	K17807
Breviolum230606	K17278
Breviolum62075	K10358
Breviolum31700	K10860
Breviolum32563	K00472
Breviolum35026	K13239
Breviolum99291	K04854
Breviolum206871	K07393
Breviolum266585	K08582
Breviolum4066	K21754
Breviolum173892	K00799
Breviolum48584	K04885
Breviolum29418	K00108
Breviolum58167	K13207
Breviolum62808	K07747
Breviolum83094	K08680
Breviolum398023	K12869
Breviolum94157	K00088
Breviolum72602	K01099
Breviolum267113	K20416
Breviolum57259	K10392
Breviolum81204	K15637
Breviolum18975	K04079
Breviolum99270	K09506
Breviolum50337	K12581
Breviolum43872	K22614
Breviolum182402	K13023
Breviolum51030	K12598
Breviolum2289	K06180
Breviolum385820	K10349
Breviolum173989	K01253
Breviolum270566	K04373
Breviolum18842	K02687
Breviolum182159	K21805
Breviolum229025	K00022
Breviolum310227	K10860
Breviolum34072	K01008
Breviolum59941	K10587
Breviolum349901	K02110
Breviolum90948	K00710
Breviolum36036	K02896
Breviolum310663	K15736
Breviolum385218	K08798
Breviolum54215	K08794
Breviolum67452	K12160
Breviolum48131	K10380
Breviolum178646	K13416
Breviolum33193	K06941
Breviolum277495	K02183
Breviolum62440	K05658
Breviolum176701	K10615
Breviolum251912	K02355
Breviolum97080	K03686
Breviolum97410	K10799
Breviolum16761	K14165
Breviolum63797	K01076
Breviolum94282	K04910
Breviolum360946	K02938
Breviolum289369	K02183
Breviolum175749	K05849
Breviolum406747	K09584
Breviolum168836	K10799
Breviolum37334	K02183
Breviolum72777	K06176
Breviolum189409	K15176
Breviolum393491	K12598
Breviolum91806	K04856
Breviolum170144	K06877
Breviolum265675	K23257
Breviolum209940	K14963
Breviolum343584	K13412
Breviolum349766	K20310
Breviolum95750	K10260
Breviolum304803	K10455
Breviolum50193	K08214
Breviolum23142	K03768
Breviolum2728	K08738
Breviolum348283	K06969
Breviolum268394	K09503
Breviolum62111	K08057
Breviolum390361	K03143
Breviolum363788	K06689
Breviolum237715	K24512
Breviolum229662	K17506
Breviolum20926	K19306
Breviolum99632	K22390
Breviolum317444	K01689
Breviolum98444	K24047
Breviolum303444	K22763
Breviolum373382	K02894
Breviolum28835	K15259
Breviolum76304	K10380
Breviolum28787	K21440
Breviolum385659	K04892
Breviolum74571	K13335
Breviolum266577	K01768
Breviolum347659	K00963
Breviolum84796	K10380
Breviolum388587	K10615
Breviolum98103	K13412
Breviolum386897	K01195
Breviolum89248	K08654
Breviolum33465	K00665
Breviolum25506	K08498
Breviolum396985	K04079
Breviolum31768	K19870
Breviolum40434	K07404
Breviolum69936	K11407
Breviolum88287	K19360
Breviolum27501	K14994
Breviolum18875	K10380
Breviolum28933	K08794
Breviolum54461	K07573
Breviolum1835	K00939
Breviolum95946	K00812
Breviolum31023	K08994
Breviolum27769	K12842
Breviolum39539	K10733
Breviolum28112	K25656
Breviolum269715	K07931
Breviolum346236	K02903
Breviolum71062	K08832
Breviolum99440	K01802
Breviolum303008	K24195
Breviolum62702	K10290
Breviolum277278	K15528
Breviolum99741	K03292
Breviolum62853	K01379
Breviolum43439	K18703
Breviolum165356	K09515
Breviolum78374	K25805
Breviolum60070	K25616
Breviolum389200	K05543
Breviolum68557	K07880
Breviolum399054	K11182
Breviolum213269	K04043
Breviolum235721	K14997
Breviolum81991	K15336
Breviolum226748	K02867
Breviolum390855	K13298
Breviolum181357	K03929
Breviolum265424	K18342
Breviolum65617	K07198
Breviolum389892	K22943
Breviolum384653	K06685
Breviolum98430	K21970
Breviolum58013	K10457
Breviolum310298	K17545
Breviolum62646	K14724
Breviolum71204	K06692
Breviolum180785	K00432
Breviolum356369	K01802
Breviolum392995	K12460
Breviolum20995	K01802
Breviolum225713	K10380
Breviolum31388	K03453
Breviolum54129	K17710
Breviolum86619	K16755
Breviolum1829	K07126
Breviolum7715	K06268
Breviolum81989	K21440
Breviolum78547	K14411
Breviolum2044	K03000
Breviolum174841	K12323
Breviolum207232	K07253
Breviolum164731	K16462
Breviolum81303	K04427
Breviolum208597	K15045
Breviolum29599	K11753
Breviolum344535	K05605
Breviolum32515	K02183
Breviolum93992	K01869
Breviolum265804	K11755
Breviolum33123	K14538
Breviolum232724	K04905
Breviolum169688	K08582
Breviolum343802	K14411
Breviolum303484	K01363
Breviolum176232	K19758
Breviolum351416	K03848
Breviolum207675	K01379
Breviolum345111	K15259
Breviolum62412	K08869
Breviolum206779	K11754
Breviolum21079	K10523
Breviolum93392	K03686
Breviolum31742	K23625
Breviolum210103	K08994
Breviolum362028	K10770
Breviolum26469	K21813
Breviolum344440	K10380
Breviolum181812	K06640
Breviolum171426	K23788
Breviolum93786	K20242
Breviolum96018	K15711
Breviolum380889	K12598
Breviolum28568	K02218
Breviolum194272	K05658
Breviolum88504	K08332
Breviolum42829	K10380
Breviolum69753	K02471
Breviolum7267	K04460
Breviolum88398	K23398
Breviolum208513	K16289
Breviolum169092	K10380
Breviolum347281	K03654
Breviolum172748	K04515
Breviolum236155	K08776
Breviolum89826	K16900
Breviolum86742	K00898
Breviolum62149	K12524
Breviolum307408	K00587
Breviolum29905	K06180
Breviolum24780	K08794
Breviolum271559	K01557
Breviolum36852	K06999
Breviolum227857	K13210
Breviolum349226	K02920
Breviolum309110	K00726
Breviolum71389	K17619
Breviolum8736	K00605
Breviolum72382	K24174
Breviolum165112	K08582
Breviolum2290	K12035
Breviolum62259	K03283
Breviolum307077	K08912
Breviolum321240	K02540
Breviolum235088	K12856
Breviolum273868	K13347
Breviolum314389	K04708
Breviolum396692	K10418
Breviolum304923	K18764
Breviolum49101	K19709
Breviolum236577	K00927
Breviolum54956	K00771
Breviolum95716	K05012
Breviolum167804	K04905
Breviolum354578	K21993
Breviolum272145	K04856
Breviolum48380	K01093
Breviolum34898	K03025
Breviolum297396	K06070
Breviolum42076	K19584
Breviolum74959	K12737
Breviolum68448	K01803
Breviolum272005	K13525
Breviolum322838	K10380
Breviolum1779	K01515
Breviolum384355	K02293
Breviolum175821	K19679
Breviolum355700	K03849
Breviolum6328	K10392
Breviolum233434	K00905
Breviolum265421	K09553
Breviolum346069	K08585
Breviolum303893	K22763
Breviolum8693	K16889
Breviolum346769	K16328
Breviolum346749	K17943
Breviolum170449	K21867
Breviolum260894	K02183
Breviolum75035	K23452
Breviolum30530	K17285
Breviolum385499	K00166
Breviolum47269	K13989
Breviolum176500	K06630
Breviolum52550	K03321
Breviolum233972	K04849
Breviolum187756	K07375
Breviolum318389	K15445
Breviolum59726	K25895
Breviolum4613	K03348
Breviolum95745	K21440
Breviolum207696	K00889
Breviolum311472	K02918
Breviolum3625	K02915
Breviolum350573	K05592
Breviolum31853	K22207
Breviolum179081	K21867
Breviolum273532	K05736
Breviolum68879	K20346
Breviolum174632	K03798
Breviolum388552	K02183
Breviolum71523	K03283
Breviolum309432	K08864
Breviolum33498	K01893
Breviolum346683	K14440
Breviolum50668	K00612
Breviolum70611	K05592
Breviolum33944	K00799
Breviolum18837	K00799
Breviolum59949	K10860
Breviolum386183	K01895
Breviolum303908	K03978
Breviolum372311	K02704
Breviolum18833	K10589
Breviolum239213	K13701
Breviolum66786	K10380
Breviolum269063	K03094
Breviolum280845	K02978
Breviolum62630	K08881
Breviolum304512	K13412
Breviolum44381	K00088
Breviolum69638	K15272
Breviolum175199	K14328
Breviolum178137	K04563
Breviolum344484	K06560
Breviolum43801	K05841
Breviolum344300	K13606
Breviolum199138	K12661
Breviolum50444	K00710
Breviolum207190	K16055
Breviolum75045	K00476
Breviolum82531	K22763
Breviolum269671	K09503
Breviolum22477	K08568
Breviolum48507	K17964
Breviolum208388	K15117
Breviolum182532	K10324
Breviolum76145	K10380
Breviolum166485	K22698
Breviolum309487	K08855
Breviolum84933	K13412
Breviolum71052	K12445
Breviolum34395	K14326
Breviolum33110	K06974
Breviolum50374	K13126
Breviolum27699	K04956
Breviolum241496	K14411
Breviolum205919	K10357
Breviolum264440	K07146
Breviolum94684	K15278
Breviolum58691	K13412
Breviolum65889	K07480
Breviolum68821	K15047
Breviolum316199	K02943
Breviolum345565	K00232
Breviolum46503	K10799
Breviolum5627	K00700
Breviolum303727	K02183
Breviolum78479	K05349
Breviolum345500	K14963
Breviolum58974	K01599
Breviolum90681	K18408
Breviolum51159	K15377
Breviolum61293	K15016
Breviolum48344	K19619
Breviolum28704	K03648
Breviolum408408	K12767
Breviolum49736	K01807
Breviolum58406	K13289
Breviolum183700	K19513
Breviolum385264	K00031
Breviolum90111	K04482
Breviolum346742	K12199
Breviolum50049	K19502
Breviolum81346	K02998
Breviolum177876	K02929
Breviolum94092	K15283
Breviolum343341	K14655
Breviolum4193	K03259
Breviolum81973	K13115
Breviolum317209	K02183
Breviolum183093	K01007
Breviolum30025	K13979
Breviolum70482	K13984
Breviolum345441	K12486
Breviolum350819	K01507
Breviolum68581	K01358
Breviolum49976	K05015
Breviolum347084	K19765
Breviolum309386	K11968
Breviolum305721	K23257
Breviolum79732	K12620
Breviolum71188	K04955
Breviolum317873	K02693
Breviolum42577	K10203
Breviolum211087	K10808
Breviolum171519	K02110
Breviolum302691	K03165
Breviolum74661	K09608
Breviolum313229	K15398
Breviolum18416	K08292
Breviolum82009	K10393
Breviolum178263	K00706
Breviolum69059	K02528
Breviolum304418	K05841
Breviolum167718	K06981
Breviolum68542	K03283
Breviolum212974	K02929
Breviolum57137	K02863
Breviolum98164	K10392
Breviolum4840	K20003
Breviolum351904	K04986
Breviolum2127	K19755
Breviolum28851	K00823
Breviolum43442	K02935
Breviolum264334	K01802
Breviolum62014	K00699
Breviolum165749	K10357
Breviolum350392	K06999
Breviolum98363	K24936
Breviolum271714	K11991
Breviolum344021	K08242
Breviolum36678	K06180
Breviolum305248	K00939
Breviolum59996	K04043
Breviolum343251	K00710
Breviolum1842	K18740
Breviolum185999	K02942
Breviolum264137	K15433
Breviolum89744	K10380
Breviolum270010	K25647
Breviolum51133	K06180
Breviolum403479	K24758
Breviolum95966	K01176
Breviolum51142	K15111
Breviolum336308	K02912
Breviolum51194	K14411
Breviolum227227	K03032
Breviolum350088	K07374
Breviolum7292	K14407
Breviolum206347	K07512
Breviolum95054	K11982
Breviolum344254	K12385
Breviolum93099	K23490
Breviolum36105	K11187
Breviolum18694	K17362
Breviolum344654	K17065
Breviolum275380	K24104
Breviolum308586	K07904
Breviolum1885	K15115
Breviolum52341	K03686
Breviolum201588	K10408
Breviolum41392	K10799
Breviolum251350	K18995
Breviolum33552	K17943
Breviolum303538	K22372
Breviolum309294	K00476
Breviolum89450	K04910
Breviolum338481	K04043
Breviolum322334	K02874
Breviolum8040	K12460
Breviolum8130	K12132
Breviolum308856	K19938
Breviolum62529	K01951
Breviolum320770	K11088
Breviolum74957	K20360
Breviolum187807	K05592
Breviolum389870	K02183
Breviolum386748	K24635
Breviolum49584	K04648
Breviolum35229	K08496
Breviolum78454	K01768
Breviolum67661	K10380
Breviolum391028	K00555
Breviolum82117	K14015
Breviolum70638	K08582
Breviolum28605	K04957
Breviolum99489	K12132
Breviolum271533	K00681
Breviolum73155	K01764
Breviolum6775	K14430
Breviolum83278	K06180
Breviolum83053	K10380
Breviolum9511	K10380
Breviolum346117	K15335
Breviolum264643	K00472
Breviolum4137	K09839
Breviolum99010	K23741
Breviolum89576	K01395
Breviolum227659	K07934
Breviolum344218	K20028
Breviolum30407	K02183
Breviolum170096	K07300
Breviolum68613	K23541
Breviolum355513	K07937
Breviolum50824	K09486
Breviolum89661	K10875
Breviolum66290	K07376
Breviolum62391	K13648
Breviolum89223	K22762
Breviolum391320	K01517
Breviolum383619	K14782
Breviolum40919	K22282
Breviolum42980	K11855
Breviolum251038	K21440
Breviolum164854	K11392
Breviolum34607	K14050
Breviolum390996	K10457
Breviolum78370	K04125
Breviolum49705	K06179
Breviolum70956	K15777
Breviolum76355	K15398
Breviolum385769	K12614
Breviolum36979	K16602
Breviolum384800	K10380
Breviolum165647	K04739
Breviolum27980	K14411
Breviolum26239	K05857
Breviolum208352	K19329
Breviolum343623	K02327
Breviolum383946	K20028
Breviolum384831	K00645
Breviolum53368	K01934
Breviolum225766	K11209
Breviolum201715	K03327
Breviolum226721	K12581
Breviolum74067	K09568
Breviolum326138	K20028
Breviolum58661	K01953
Breviolum227060	K00878
Breviolum303035	K01202
Breviolum2389	K19626
Breviolum2140	K07375
Breviolum74495	K15042
Breviolum172009	K21734
Breviolum86524	K10614
Breviolum42720	K06180
Breviolum23597	K23965
Breviolum27563	K16603
Breviolum20276	K01768
Breviolum383328	K20028
Breviolum347420	K02349
Breviolum99556	K03294
Breviolum363938	K03737
Breviolum174053	K11262
Breviolum56868	K11130
Breviolum345505	K19760
Breviolum263965	K04079
Breviolum17099	K04956
Breviolum302816	K03648
Breviolum24198	K09580
Breviolum314983	K04079
Breviolum168778	K25439
Breviolum54047	K13956
Breviolum275591	K05692
Breviolum347903	K08857
Breviolum33010	K16726
Breviolum34946	K10260
Breviolum2318	K22763
Breviolum62123	K07877
Breviolum343938	K23215
Breviolum90849	K06207
Breviolum74822	K24683
Breviolum41381	K17710
Breviolum18869	K17817
Breviolum41724	K19953
Breviolum77169	K11594
Breviolum79975	K16043
Breviolum187854	K24357
Breviolum175926	K24127
Breviolum400094	K10380
Breviolum31439	K00587
Breviolum99585	K08994
Breviolum16676	K19367
Breviolum61847	K06685
Breviolum209914	K12180
Breviolum31887	K17341
Breviolum232165	K00276
Breviolum177122	K08624
Breviolum5546	K12437
Breviolum175064	K10645
Breviolum264535	K04464
Breviolum220637	K12614
Breviolum383545	K10380
Breviolum86844	K04515
Breviolum34457	K04981
Breviolum209687	K22066
Breviolum33019	K12883
Breviolum176910	K03320
Breviolum58553	K11976
Breviolum50972	K04515
Breviolum18661	K24729
Breviolum383786	K01379
Breviolum229348	K20726
Breviolum62621	K06221
Breviolum6583	K15502
Breviolum39331	K05794
Breviolum68989	K05929
Breviolum191408	K02183
Breviolum70770	K24419
Breviolum383854	K09503
Breviolum50676	K04043
Breviolum303654	K01853
Breviolum68622	K03929
Breviolum272531	K00806
Breviolum83715	K14944
Breviolum207728	K21440
Breviolum58057	K03696
Breviolum354685	K01787
Breviolum95804	K03130
Breviolum81927	K04789
Breviolum81898	K19760
Breviolum350255	K21989
Breviolum175425	K25552
Breviolum93266	K05794
Breviolum50501	K05309
Breviolum1897	K14827
Breviolum82377	K15042
Breviolum81636	K03686
Breviolum166744	K11835
Breviolum233496	K08827
Breviolum81771	K05389
Breviolum49743	K06269
Breviolum235497	K11254
Breviolum169226	K03283
Breviolum387164	K16455
Breviolum93400	K23490
Breviolum387172	K11835
Breviolum69702	K03102
Breviolum1957	K13412
Breviolum33177	K01176
Breviolum48840	K22762
Breviolum383649	K13566
Breviolum67684	K17943
Breviolum351056	K02984
Breviolum401739	K20606
Breviolum385368	K04799
Breviolum169601	K10407
Breviolum171605	K04079
Breviolum74558	K24427
Breviolum46616	K00074
Breviolum207330	K10380
Breviolum345302	K02051
Breviolum304416	K06689
Breviolum345003	K00434
Breviolum229608	K00871
Breviolum271849	K02726
Breviolum37613	K01885
Breviolum27508	K10450
Breviolum274532	K07910
Breviolum164368	K03515
Breviolum7585	K05389
Breviolum386502	K10380
Breviolum62451	K00821
Breviolum172538	K17562
Breviolum65655	K09553
Breviolum344543	K05396
Breviolum28614	K14797
Breviolum206341	K09285
Breviolum22198	K19788
Breviolum228499	K22763
Breviolum58252	K00729
Breviolum237035	K22857
Breviolum207519	K19656
Breviolum99528	K02957
Breviolum269070	K00759
Breviolum181535	K08139
Breviolum27462	K05794
Breviolum59507	K08857
Breviolum266385	K23257
Breviolum230725	K00059
Breviolum40176	K01285
Breviolum78489	K13806
Breviolum343457	K23802
Breviolum226073	K13293
Breviolum59037	K08803
Breviolum90572	K07877
Breviolum387372	K13525
Breviolum358539	K02183
Breviolum54135	K01940
Breviolum33340	K00700
Breviolum48817	K01050
Breviolum58899	K12888
Breviolum397373	K12951
Breviolum268087	K17964
Breviolum350265	K05349
Breviolum40001	K11149
Breviolum82160	K15666
Breviolum74361	K11412
Breviolum352704	K06917
Breviolum70379	K17278
Breviolum361676	K13106
Breviolum343396	K08957
Breviolum89167	K03932
Breviolum305561	K09022
Breviolum174877	K02720
Breviolum69183	K05849
Breviolum93167	K03596
Breviolum70298	K12878
Breviolum48405	K19671
Breviolum164678	K12132
Breviolum8990	K02967
Breviolum172348	K12605
Breviolum69788	K11420
Breviolum68513	K17725
Breviolum35892	K01103
Breviolum74039	K13071
Breviolum57871	K00326
Breviolum226874	K14165
Breviolum62432	K14501
Breviolum279031	K19932
Breviolum302881	K14648
Breviolum74974	K12386
Breviolum53563	K10599
Breviolum233974	K04986
Breviolum50937	K17261
Breviolum57811	K03686
Breviolum274130	K06179
Breviolum67238	K05181
Breviolum308616	K17606
Breviolum70174	K05849
Breviolum266537	K08495
Breviolum90622	K16726
Breviolum265627	K00265
Breviolum225911	K04798
Breviolum46901	K18203
Breviolum45507	K12035
Breviolum68604	K21866
Breviolum383351	K06637
Breviolum177351	K24055
Breviolum69398	K07976
Breviolum68400	K05661
Breviolum9135	K12603
Breviolum98947	K12349
Breviolum169463	K22754
Breviolum80771	K15732
Breviolum62322	K19519
Breviolum241555	K01254
Breviolum267081	K17609
Breviolum180473	K10405
Breviolum2244	K07151
Breviolum346608	K13208
Breviolum249761	K09518
Breviolum227471	K02891
Breviolum169354	K05592
Breviolum56553	K05692
Breviolum346638	K07374
Breviolum95711	K17680
Breviolum68170	K10485
Breviolum6168	K23909
Breviolum388000	K17339
Breviolum4669	K04382
Breviolum85146	K01112
Breviolum17179	K19757
Breviolum390036	K08957
Breviolum31463	K01382
Breviolum265576	K22745
Breviolum250302	K08738
Breviolum50948	K04955
Breviolum38756	K08220
Breviolum388465	K22614
Breviolum63712	K23257
Breviolum95731	K12471
Breviolum52490	K16780
Breviolum89183	K08486
Breviolum350668	K13954
Breviolum82506	K14376
Breviolum267448	K21862
Breviolum390602	K00655
Breviolum349005	K10380
Breviolum31453	K09838
Breviolum93193	K13184
Breviolum40522	K20301
Breviolum7839	K10661
Breviolum49226	K05283
Breviolum19245	K13619
Breviolum2124	K00793
Breviolum68717	K25388
Breviolum272112	K06119
Breviolum228759	K16604
Breviolum273556	K07342
Breviolum70778	K01130
Breviolum304401	K17609
Breviolum95887	K05986
Breviolum60196	K20526
Breviolum269668	K21760
Breviolum92848	K20298
Breviolum28142	K16862
Breviolum88507	K10396
Breviolum95957	K07516
Breviolum164750	K17341
Breviolum236261	K12837
Breviolum388419	K02996
Breviolum62618	K01076
Breviolum174981	K15100
Breviolum87675	K20367
Breviolum89261	K01649
Breviolum42534	K10408
Breviolum70950	K03327
Breviolum166405	K08770
Breviolum415577	K03232
Breviolum70098	K12603
Breviolum389373	K19755
Breviolum73933	K07374
Breviolum348612	K10380
Breviolum62899	K16302
Breviolum267154	K22745
Breviolum227205	K00645
Breviolum214487	K11855
Breviolum23720	K22763
Breviolum51439	K12118
Breviolum46447	K10960
Breviolum61196	K10380
Breviolum27909	K08585
Breviolum68695	K01517
Breviolum267604	K10380
Breviolum74407	K08869
