OG0007653	Breviolum34574	K08798
OG0000261	Breviolum68703	K22809
OG0003160	Breviolum53108	K00750
OG0001764	Breviolum389034	K11129
OG0004237	Breviolum70460	K10610
OG0002695	Breviolum345456	K15095
OG0000719	Breviolum69511	K00031
OG0001144	Breviolum20995	K01802
OG0007642	Breviolum206454	K08292
OG0004451	Breviolum31506	K12492
OG0002922	Breviolum50227	K11097
OG0007618	Breviolum344178	K12035
OG0000012	Breviolum174075	K09490
OG0001198	Breviolum53080	K01081
OG0006238	Breviolum207223	K14803
OG0001021	Breviolum278021	K02433
OG0001108	Breviolum72421	K10380
OG0006658	Breviolum277757	K02087
OG0005694	Breviolum345116	K11420
OG0007111	Breviolum239109	K19369
OG0002005	Breviolum63088	K01081
OG0001790	Breviolum231979	K08869
OG0005787	Breviolum90847	K13210
OG0000611	Breviolum62078	K04371
OG0001554	Breviolum179628	K01404
OG0003009	Breviolum59429	K00557
OG0000113	Breviolum69127	K04688
OG0002952	Breviolum264494	K10380
OG0007234	Breviolum87306	K09861
OG0004255	Breviolum350876	K10837
OG0004365	Breviolum227468	K01191
OG0000699	Breviolum50972	K04515
OG0003554	Breviolum68531	K15015
OG0006154	Breviolum271042	K19755
OG0000382	Breviolum99902	K25656
OG0001019	Breviolum2060	K12235
OG0000848	Breviolum74149	K12389
OG0001227	Breviolum315805	K00592
OG0004794	Breviolum52823	K10380
OG0000471	Breviolum59219	K24469
OG0001467	Breviolum70668	K05681
OG0001800	Breviolum51349	K24083
OG0003355	Breviolum269715	K07931
OG0001151	Breviolum305282	K14685
OG0001382	Breviolum9798	K19947
OG0007006	Breviolum164854	K11392
OG0005485	Breviolum27433	K01784
OG0007265	Breviolum74645	K13998
OG0004886	Breviolum61648	K04711
OG0003269	Breviolum31655	K04794
OG0000001	Breviolum386174	K06180
OG0004369	Breviolum365199	K11163
OG0000943	Breviolum97033	K03932
OG0006936	Breviolum53119	K08794
OG0000011	Breviolum267781	K08857
OG0000080	Breviolum31653	K14379
OG0002441	Breviolum6771	K01179
OG0002464	Breviolum385736	K03437
OG0006834	Breviolum345385	K21768
OG0002979	Breviolum305783	K10756
OG0001101	Breviolum70923	K00852
OG0002054	Breviolum306348	K02935
OG0002658	Breviolum956	K20029
OG0006533	Breviolum205966	K02836
OG0000004	Breviolum232015	K13412
OG0002154	Breviolum49911	K00898
OG0006251	Breviolum69162	K13125
OG0006213	Breviolum309401	K23564
OG0003876	Breviolum60183	K14012
OG0006880	Breviolum43899	K00799
OG0000617	Breviolum62618	K01076
OG0001769	Breviolum94784	K23025
OG0003605	Breviolum50145	K10380
OG0005388	Breviolum88884	K14855
OG0004543	Breviolum232543	K00658
OG0003456	Breviolum62005	K04515
OG0000628	Breviolum211269	K13207
OG0001499	Breviolum69403	K04834
OG0005115	Breviolum82066	K14696
OG0001233	Breviolum422300	K01363
OG0003890	Breviolum228574	K13346
OG0000576	Breviolum164678	K12132
OG0000311	Breviolum5472	K23424
OG0001911	Breviolum99460	K20989
OG0001289	Breviolum68906	K24939
OG0005602	Breviolum2397	K23677
OG0000365	Breviolum385160	K07304
OG0002223	Breviolum364312	K10457
OG0006797	Breviolum228239	K06928
OG0005823	Breviolum47299	K01890
OG0005692	Breviolum396232	K10380
OG0001897	Breviolum54771	K00058
OG0000145	Breviolum357876	K01076
OG0004904	Breviolum343849	K02878
OG0005803	Breviolum52369	K14536
OG0006814	Breviolum228071	K24888
OG0005818	Breviolum76350	K08193
OG0002358	Breviolum369083	K13989
OG0006613	Breviolum317206	K18010
OG0005440	Breviolum57336	K24929
OG0001271	Breviolum75021	K15113
OG0000765	Breviolum190270	K08057
OG0007100	Breviolum383917	K02146
OG0006973	Breviolum228494	K12819
OG0003195	Breviolum177512	K16457
OG0004654	Breviolum71137	K02183
OG0003081	Breviolum98103	K13412
OG0007045	Breviolum273540	K12611
OG0000242	Breviolum182298	K04688
OG0000659	Breviolum2266	K13984
OG0007657	Breviolum58935	K23562
OG0001668	Breviolum6466	K15272
OG0001669	Breviolum67224	K14963
OG0005651	Breviolum307689	K12846
OG0000019	Breviolum75008	K14326
OG0002593	Breviolum28766	K06119
OG0007197	Breviolum70891	K13412
OG0001111	Breviolum69222	K08869
OG0002562	Breviolum59362	K11968
OG0002568	Breviolum384138	K04097
OG0001629	Breviolum69651	K14411
OG0007579	Breviolum363788	K06689
OG0003524	Breviolum209247	K01586
OG0003006	Breviolum57141	K23490
OG0000237	Breviolum271752	K19009
OG0001730	Breviolum389164	K02219
OG0003217	Breviolum72550	K14297
OG0000261	Breviolum306326	K22809
OG0000370	Breviolum268447	K07944
OG0002362	Breviolum212255	K17544
OG0000548	Breviolum27508	K10450
OG0001511	Breviolum81552	K10664
OG0004130	Breviolum227557	K00002
OG0003065	Breviolum267281	K01198
OG0002047	Breviolum61017	K01081
OG0007445	Breviolum6580	K15287
OG0000519	Breviolum384554	K01648
OG0000094	Breviolum71144	K03234
OG0005237	Breviolum4014	K05275
OG0000467	Breviolum198132	K13274
OG0000860	Breviolum60162	K01537
OG0001664	Breviolum84003	K04078
OG0005915	Breviolum70198	K08855
OG0000085	Breviolum50671	K17943
OG0001859	Breviolum226179	K17732
OG0000647	Breviolum189660	K15283
OG0001038	Breviolum31023	K08994
OG0003924	Breviolum9560	K01945
OG0006605	Breviolum8973	K20892
OG0001760	Breviolum88413	K10755
OG0000439	Breviolum52353	K17086
OG0006680	Breviolum74363	K10577
OG0005170	Breviolum273057	K13886
OG0000525	Breviolum350957	K23901
OG0002426	Breviolum94361	K03671
OG0002860	Breviolum268292	K16639
OG0000004	Breviolum70768	K13412
OG0001214	Breviolum94200	K11517
OG0002010	Breviolum386368	K03850
OG0003330	Breviolum18525	K01379
OG0001074	Breviolum61936	K10645
OG0003030	Breviolum306359	K13667
OG0000309	Breviolum48840	K22762
OG0002245	Breviolum95895	K04986
OG0000918	Breviolum231820	K02693
OG0001276	Breviolum5018	K16465
OG0007621	Breviolum92802	K00306
OG0000060	Breviolum230948	K24764
OG0001248	Breviolum238445	K08341
OG0001610	Breviolum8303	K20100
OG0003275	Breviolum213654	K10534
OG0004574	Breviolum229487	K03596
OG0000850	Breviolum93555	K23257
OG0007526	Breviolum270692	K01915
OG0000039	Breviolum43203	K02087
OG0000326	Breviolum59037	K08803
OG0005741	Breviolum93434	K22038
OG0007160	Breviolum88417	K18467
OG0000172	Breviolum93615	K15665
OG0007141	Breviolum178208	K22755
OG0005942	Breviolum88836	K02184
OG0000846	Breviolum78310	K02295
OG0000014	Breviolum56397	K06269
OG0007491	Breviolum387981	K08287
OG0001553	Breviolum33137	K07748
OG0006500	Breviolum18694	K17362
OG0004781	Breviolum393520	K24725
OG0000135	Breviolum279581	K10380
OG0002226	Breviolum78292	K01076
OG0007583	Breviolum18554	K19600
OG0006935	Breviolum96164	K07297
OG0003774	Breviolum26264	K25762
OG0001229	Breviolum68480	K10380
OG0000599	Breviolum345744	K09592
OG0000566	Breviolum88987	K02915
OG0001736	Breviolum45967	K16465
OG0006217	Breviolum38375	K01408
OG0006823	Breviolum57100	K10595
OG0004143	Breviolum350181	K02684
OG0000094	Breviolum255142	K03234
OG0007477	Breviolum69569	K18166
OG0000539	Breviolum27840	K02987
OG0001487	Breviolum181904	K08789
OG0002283	Breviolum383351	K06637
OG0001966	Breviolum99035	K08869
OG0000745	Breviolum69177	K06180
OG0003501	Breviolum390855	K13298
OG0000266	Breviolum206813	K01201
OG0001808	Breviolum19017	K02885
OG0000041	Breviolum88483	K13412
OG0007130	Breviolum386026	K03100
OG0006617	Breviolum29714	K00310
OG0005403	Breviolum174981	K15100
OG0000344	Breviolum29019	K01768
OG0000022	Breviolum33463	K01802
OG0006923	Breviolum78251	K06173
OG0004821	Breviolum226969	K04739
OG0004265	Breviolum35170	K21456
OG0000106	Breviolum304017	K23257
OG0005144	Breviolum68516	K10595
OG0003212	Breviolum345490	K19755
OG0003268	Breviolum209326	K09506
OG0005204	Breviolum9151	K19760
OG0000434	Breviolum70853	K01090
OG0000317	Breviolum229843	K00819
OG0001901	Breviolum50501	K05309
OG0000319	Breviolum264848	K03773
OG0005554	Breviolum9258	K10907
OG0001977	Breviolum94040	K04078
OG0000963	Breviolum50834	K23490
OG0001396	Breviolum229782	K08844
OG0000068	Breviolum306407	K01365
OG0001628	Breviolum57989	K08794
OG0000819	Breviolum226756	K16900
OG0002438	Breviolum350777	K24512
OG0007708	Breviolum90849	K06207
OG0005135	Breviolum70627	K13412
OG0003960	Breviolum207675	K01379
OG0003284	Breviolum89083	K07404
OG0004097	Breviolum68905	K21814
OG0000389	Breviolum354209	K10960
OG0001213	Breviolum16968	K10799
OG0003686	Breviolum33207	K18764
OG0006548	Breviolum59411	K04892
OG0004429	Breviolum57355	K01784
OG0001311	Breviolum302881	K14648
OG0002424	Breviolum325522	K12606
OG0002529	Breviolum348527	K14165
OG0007297	Breviolum96158	K06180
OG0000777	Breviolum360901	K20029
OG0005704	Breviolum93731	K14403
OG0005071	Breviolum69686	K01744
OG0000971	Breviolum36657	K11163
OG0004765	Breviolum267565	K07407
OG0005630	Breviolum310249	K13205
OG0000415	Breviolum28119	K14753
OG0000913	Breviolum313583	K07874
OG0000286	Breviolum268338	K02953
OG0005013	Breviolum98979	K01874
OG0005999	Breviolum28685	K15109
OG0006354	Breviolum36678	K06180
OG0000823	Breviolum189639	K13611
OG0002641	Breviolum384110	K14568
OG0001003	Breviolum346998	K10380
OG0002824	Breviolum269561	K01588
OG0005288	Breviolum39221	K10414
OG0001998	Breviolum227539	K14990
OG0003398	Breviolum277278	K15528
OG0002008	Breviolum94975	K12196
OG0000753	Breviolum1698	K04739
OG0000569	Breviolum75045	K00476
OG0000861	Breviolum32530	K03152
OG0002361	Breviolum348891	K18204
OG0000543	Breviolum16449	K02989
OG0000090	Breviolum68816	K13291
OG0000677	Breviolum59697	K11096
OG0001074	Breviolum81322	K10380
OG0002411	Breviolum46526	K17279
OG0000321	Breviolum91593	K20242
OG0006602	Breviolum46908	K02202
OG0006299	Breviolum350392	K06999
OG0006208	Breviolum212974	K02929
OG0000018	Breviolum321990	K01802
OG0000172	Breviolum88129	K04780
OG0000022	Breviolum31450	K01802
OG0001352	Breviolum72081	K16729
OG0004086	Breviolum96094	K06180
OG0001184	Breviolum347278	K12603
OG0003474	Breviolum226748	K02867
OG0007199	Breviolum305335	K01382
OG0006633	Breviolum346705	K22282
OG0004463	Breviolum197911	K02689
OG0000431	Breviolum48399	K10442
OG0005501	Breviolum86063	K13617
OG0002315	Breviolum58867	K03417
OG0006323	Breviolum34667	K10903
OG0001465	Breviolum32016	K07241
OG0000565	Breviolum76355	K15398
OG0007013	Breviolum43872	K22614
OG0003988	Breviolum88269	K06941
OG0000013	Breviolum76145	K10380
OG0002928	Breviolum69348	K12818
OG0000012	Breviolum307366	K04043
OG0001314	Breviolum54126	K13347
OG0000441	Breviolum99650	K03924
OG0004142	Breviolum68410	K14837
OG0001513	Breviolum90361	K01775
OG0006143	Breviolum90799	K05849
OG0005927	Breviolum346911	K01638
OG0005029	Breviolum95014	K21421
OG0004202	Breviolum51200	K01379
OG0001296	Breviolum393892	K02427
OG0000863	Breviolum385400	K01250
OG0002133	Breviolum207252	K02738
OG0002850	Breviolum5002	K12472
OG0007588	Breviolum95158	K22390
OG0000293	Breviolum348607	K02978
OG0000375	Breviolum180030	K25740
OG0006839	Breviolum99081	K07376
OG0000614	Breviolum94184	K19219
OG0003249	Breviolum27501	K14994
OG0000956	Breviolum68742	K21804
OG0002807	Breviolum68896	K15258
OG0003381	Breviolum345911	K22987
OG0003040	Breviolum171742	K12430
OG0004611	Breviolum68945	K00710
OG0001578	Breviolum7960	K19603
OG0005410	Breviolum350519	K10594
OG0001654	Breviolum69771	K15665
OG0007462	Breviolum28455	K05275
OG0005937	Breviolum43161	K17675
OG0004536	Breviolum96914	K16482
OG0006384	Breviolum71107	K12410
OG0001336	Breviolum383361	K01845
OG0003459	Breviolum81515	K11971
OG0001493	Breviolum70813	K02183
OG0003510	Breviolum58057	K03696
OG0005968	Breviolum395269	K17500
OG0007485	Breviolum74566	K07300
OG0002907	Breviolum79304	K05658
OG0006324	Breviolum392581	K08151
OG0000589	Breviolum225766	K11209
OG0003841	Breviolum59174	K14809
OG0002202	Breviolum98449	K08592
OG0000827	Breviolum278634	K12160
OG0000012	Breviolum267347	K04043
OG0001225	Breviolum362028	K10770
OG0001308	Breviolum242450	K10410
OG0004489	Breviolum354764	K12460
OG0000834	Breviolum389157	K00472
OG0003472	Breviolum5400	K14944
OG0007348	Breviolum55714	K06515
OG0006898	Breviolum398023	K12869
OG0004645	Breviolum54024	K03248
OG0001665	Breviolum25338	K13748
OG0006640	Breviolum74957	K20360
OG0000315	Breviolum410810	K02256
OG0000461	Breviolum346640	K10799
OG0005325	Breviolum86062	K00362
OG0002441	Breviolum271454	K01179
OG0006858	Breviolum67864	K10380
OG0002053	Breviolum33439	K14944
OG0002863	Breviolum235764	K24104
OG0000352	Breviolum82064	K11426
OG0001497	Breviolum90721	K08794
OG0001988	Breviolum186142	K10380
OG0005677	Breviolum87412	K01569
OG0004240	Breviolum383742	K03762
OG0000027	Breviolum369998	K10405
OG0000731	Breviolum5602	K15699
OG0000891	Breviolum272771	K07390
OG0000017	Breviolum384772	K04905
OG0000229	Breviolum29143	K02641
OG0003361	Breviolum306687	K22614
OG0003821	Breviolum53864	K20176
OG0003755	Breviolum2044	K03000
OG0001000	Breviolum92413	K25425
OG0001232	Breviolum343457	K23802
OG0006671	Breviolum82452	K07198
OG0000415	Breviolum87637	K14753
OG0004939	Breviolum69964	K13111
OG0001133	Breviolum210148	K10418
OG0007060	Breviolum229139	K20363
OG0000130	Breviolum306076	K00134
OG0000441	Breviolum33024	K03924
OG0000098	Breviolum258454	K09571
OG0000445	Breviolum88662	K07375
OG0001961	Breviolum34499	K24469
OG0004466	Breviolum41429	K14452
OG0004529	Breviolum19203	K00604
OG0000067	Breviolum351689	K01365
OG0000433	Breviolum234512	K21989
OG0000230	Breviolum60120	K00362
OG0001400	Breviolum33498	K01893
OG0000171	Breviolum88291	K01188
OG0002223	Breviolum198827	K10450
OG0002856	Breviolum36122	K10380
OG0005538	Breviolum97793	K09861
OG0002309	Breviolum74673	K15332
OG0000124	Breviolum85577	K08606
OG0000015	Breviolum95787	K12823
OG0006749	Breviolum344951	K02895
OG0002248	Breviolum69215	K14855
OG0001399	Breviolum388102	K08864
OG0000351	Breviolum266788	K15276
OG0001208	Breviolum271727	K01507
OG0006864	Breviolum95496	K06675
OG0003769	Breviolum207232	K07253
OG0003909	Breviolum269067	K01686
OG0003539	Breviolum94746	K06634
OG0007448	Breviolum265675	K23257
OG0005671	Breviolum306860	K10393
OG0001483	Breviolum70125	K01874
OG0006595	Breviolum315622	K21848
OG0005011	Breviolum174124	K00850
OG0003315	Breviolum68432	K02328
OG0002784	Breviolum264242	K00503
OG0004175	Breviolum37695	K01802
OG0005369	Breviolum9367	K03327
OG0002569	Breviolum52072	K10839
OG0000866	Breviolum303908	K03978
OG0006357	Breviolum62975	K17579
OG0000582	Breviolum74878	K08738
OG0001378	Breviolum41724	K19953
OG0006313	Breviolum31870	K03303
OG0000013	Breviolum85830	K10325
OG0000698	Breviolum266996	K20129
OG0000052	Breviolum242295	K04739
OG0000696	Breviolum69782	K00558
OG0005634	Breviolum5627	K00700
OG0005279	Breviolum228759	K16604
OG0003083	Breviolum234479	K03120
OG0000078	Breviolum33176	K09632
OG0001523	Breviolum4066	K21754
OG0006492	Breviolum26695	K22145
OG0003516	Breviolum71125	K19682
OG0005409	Breviolum84933	K13412
OG0006061	Breviolum81952	K08137
OG0001023	Breviolum55760	K06793
OG0002339	Breviolum94875	K11703
OG0001473	Breviolum99010	K23741
OG0000565	Breviolum201529	K20495
OG0001401	Breviolum82241	K21064
OG0003399	Breviolum19116	K01644
OG0006356	Breviolum211367	K16466
OG0001999	Breviolum8708	K01889
OG0005776	Breviolum6803	K14026
OG0007269	Breviolum94839	K06100
OG0000780	Breviolum264903	K00967
OG0005932	Breviolum50813	K13412
OG0007341	Breviolum347527	K15377
OG0005714	Breviolum87435	K10380
OG0006281	Breviolum95874	K00609
OG0004347	Breviolum22259	K10669
OG0001284	Breviolum19119	K25166
OG0003144	Breviolum229426	K01698
OG0006344	Breviolum99621	K12948
OG0000551	Breviolum18254	K06215
OG0000504	Breviolum29064	K21803
OG0006607	Breviolum44785	K09493
OG0002953	Breviolum388273	K14776
OG0000134	Breviolum17127	K12323
OG0001646	Breviolum70754	K09773
OG0004403	Breviolum172348	K12605
OG0001871	Breviolum57561	K20889
OG0002389	Breviolum306429	K01626
OG0007210	Breviolum383542	K03327
OG0001235	Breviolum56168	K25866
OG0005228	Breviolum279771	K03007
OG0005663	Breviolum265994	K01814
OG0005328	Breviolum53165	K10866
OG0004099	Breviolum309318	K14413
OG0000020	Breviolum90860	K11594
OG0000583	Breviolum290475	K14415
OG0000802	Breviolum235635	K00710
OG0004927	Breviolum32167	K23563
OG0007077	Breviolum75558	K01529
OG0005826	Breviolum69908	K08869
OG0003999	Breviolum207519	K19656
OG0000419	Breviolum30299	K12132
OG0001194	Breviolum28851	K00823
OG0000260	Breviolum244599	K11417
OG0006490	Breviolum230094	K01759
OG0001285	Breviolum88431	K14411
OG0000715	Breviolum31880	K22833
OG0000887	Breviolum179467	K05681
OG0001002	Breviolum210387	K02875
OG0002307	Breviolum28859	K00965
OG0003164	Breviolum44475	K00281
OG0001100	Breviolum206567	K13412
OG0000178	Breviolum265060	K02984
OG0002305	Breviolum56098	K20242
OG0000307	Breviolum394450	K00249
OG0002258	Breviolum167804	K04905
OG0004029	Breviolum57260	K05016
OG0000754	Breviolum22198	K19788
OG0007251	Breviolum166952	K12460
OG0007030	Breviolum62781	K03816
OG0001110	Breviolum168113	K05676
OG0000313	Breviolum182442	K04079
OG0003713	Breviolum33088	K21552
OG0005294	Breviolum88602	K00670
OG0000672	Breviolum28715	K10747
OG0002068	Breviolum350471	K03675
OG0002556	Breviolum384441	K23330
OG0005427	Breviolum9012	K00703
OG0000098	Breviolum343259	K09571
OG0004703	Breviolum93170	K20028
OG0000766	Breviolum177788	K07877
OG0002063	Breviolum70303	K24512
OG0000333	Breviolum165431	K01624
OG0000496	Breviolum210292	K03671
OG0000509	Breviolum74661	K09608
OG0007156	Breviolum72733	K00710
OG0001846	Breviolum349723	K08151
OG0000126	Breviolum91526	K04043
OG0002524	Breviolum397957	K23555
OG0000610	Breviolum185900	K12567
OG0006229	Breviolum343292	K00224
OG0005208	Breviolum267112	K10400
OG0001005	Breviolum271425	K12877
OG0001102	Breviolum62053	K03386
OG0000032	Breviolum63552	K10595
OG0000178	Breviolum264638	K02984
OG0001126	Breviolum49231	K01641
OG0002507	Breviolum390576	K11434
OG0007136	Breviolum206931	K25378
OG0001233	Breviolum269786	K01363
OG0004335	Breviolum306673	K03163
OG0005416	Breviolum50697	K03593
OG0000561	Breviolum43881	K02979
OG0002320	Breviolum398547	K11087
OG0003897	Breviolum28263	K01931
OG0003175	Breviolum99064	K03321
OG0000102	Breviolum26875	K00645
OG0000594	Breviolum167080	K16914
OG0007285	Breviolum69674	K18534
OG0006307	Breviolum98363	K24936
OG0005873	Breviolum71094	K00645
OG0001395	Breviolum392484	K02997
OG0002481	Breviolum55153	K00710
OG0007442	Breviolum50649	K23330
OG0000014	Breviolum4669	K04382
OG0001245	Breviolum58243	K19496
OG0007162	Breviolum58188	K22763
OG0004561	Breviolum216192	K18406
OG0000006	Breviolum5546	K12437
OG0002995	Breviolum4954	K02303
OG0001844	Breviolum68856	K15535
OG0003034	Breviolum87971	K25378
OG0007488	Breviolum384090	K19041
OG0000950	Breviolum57711	K09580
OG0003199	Breviolum19940	K14379
OG0000290	Breviolum194952	K10380
OG0002198	Breviolum210903	K11826
OG0006142	Breviolum229658	K08963
OG0005371	Breviolum347692	K13412
OG0000189	Breviolum171840	K12430
OG0004131	Breviolum78515	K00163
OG0003786	Breviolum208359	K06175
OG0002934	Breviolum264551	K06130
OG0006031	Breviolum67485	K02372
OG0004081	Breviolum48805	K02877
OG0002472	Breviolum276536	K01408
OG0003317	Breviolum32556	K25378
OG0002736	Breviolum225931	K02183
OG0005974	Breviolum49894	K16912
OG0000080	Breviolum88870	K14379
OG0004119	Breviolum343307	K03860
OG0000937	Breviolum53307	K00472
OG0004362	Breviolum390034	K02115
OG0001312	Breviolum227354	K17943
OG0000014	Breviolum345840	K06269
OG0000438	Breviolum267573	K18042
OG0001413	Breviolum268585	K10380
OG0004652	Breviolum48380	K01093
OG0000322	Breviolum23142	K03768
OG0007382	Breviolum37071	K12832
OG0000337	Breviolum67341	K02918
OG0004148	Breviolum59158	K20872
OG0002827	Breviolum306953	K00874
OG0005289	Breviolum2239	K03762
OG0005657	Breviolum75359	K23789
OG0007205	Breviolum81200	K13354
OG0004929	Breviolum306110	K08493
OG0007690	Breviolum231762	K03514
OG0000259	Breviolum31787	K18060
OG0003703	Breviolum83684	K24937
OG0005509	Breviolum99129	K09020
OG0002495	Breviolum38155	K03321
OG0001570	Breviolum69708	K09510
OG0000503	Breviolum91650	K01076
OG0000736	Breviolum74196	K24796
OG0000838	Breviolum406610	K00218
OG0000366	Breviolum18737	K01738
OG0001626	Breviolum326138	K20028
OG0005530	Breviolum89656	K10849
OG0001190	Breviolum264094	K02440
OG0004477	Breviolum233993	K08056
OG0002232	Breviolum19164	K08151
OG0002113	Breviolum319718	K03146
OG0002203	Breviolum42934	K11863
OG0002386	Breviolum49358	K24041
OG0003300	Breviolum210996	K03687
OG0006737	Breviolum19966	K00434
OG0006570	Breviolum34740	K22763
OG0004363	Breviolum33709	K08230
OG0007677	Breviolum90873	K03686
OG0003494	Breviolum83715	K14944
OG0002452	Breviolum271526	K06911
OG0003974	Breviolum94224	K16608
OG0003913	Breviolum48897	K03321
OG0003757	Breviolum356047	K01126
OG0002133	Breviolum24904	K02738
OG0001477	Breviolum229213	K08900
OG0004752	Breviolum74797	K25226
OG0004438	Breviolum360708	K03447
OG0000019	Breviolum72427	K14326
OG0003787	Breviolum34225	K11426
OG0001805	Breviolum391489	K00939
OG0001259	Breviolum33286	K04892
OG0005889	Breviolum51341	K21029
OG0000374	Breviolum303833	K01692
OG0001375	Breviolum269053	K10523
OG0007410	Breviolum5683	K20032
OG0000239	Breviolum345111	K15259
OG0006830	Breviolum311107	K16219
OG0002031	Breviolum88726	K06627
OG0001357	Breviolum344901	K12132
OG0003726	Breviolum62192	K19951
OG0007040	Breviolum62097	K24485
OG0000012	Breviolum254679	K04043
OG0001645	Breviolum59941	K10587
OG0003597	Breviolum304831	K00295
OG0001037	Breviolum70601	K08269
OG0005860	Breviolum230639	K12877
OG0002788	Breviolum343380	K16900
OG0000329	Breviolum18101	K19760
OG0004018	Breviolum226461	K01379
OG0002664	Breviolum396243	K02923
OG0002423	Breviolum395672	K06234
OG0006272	Breviolum57175	K12440
OG0003980	Breviolum93827	K00602
OG0007587	Breviolum53493	K15377
OG0003826	Breviolum93992	K01869
OG0000426	Breviolum210332	K00476
OG0002114	Breviolum50726	K02149
OG0002187	Breviolum78372	K08776
OG0000298	Breviolum246342	K06630
OG0004928	Breviolum75137	K20029
OG0002759	Breviolum59245	K10380
OG0000242	Breviolum89778	K04688
OG0000019	Breviolum78244	K14326
OG0000033	Breviolum58141	K10860
OG0006224	Breviolum384881	K15104
OG0006401	Breviolum57066	K14293
OG0000932	Breviolum170986	K01135
OG0002568	Breviolum307337	K04097
OG0003274	Breviolum346469	K25426
OG0000878	Breviolum91528	K01939
OG0000298	Breviolum176500	K06630
OG0001179	Breviolum37613	K01885
OG0006314	Breviolum44997	K12132
OG0003617	Breviolum230877	K16781
OG0000338	Breviolum19584	K02355
OG0004857	Breviolum58885	K15734
OG0002417	Breviolum227968	K00078
OG0002096	Breviolum74984	K01069
OG0003408	Breviolum97309	K08869
OG0004639	Breviolum74741	K14638
OG0004190	Breviolum69772	K01490
OG0004022	Breviolum70167	K22857
OG0003881	Breviolum74722	K01918
OG0006386	Breviolum35928	K01555
OG0001283	Breviolum27567	K01872
OG0000237	Breviolum70559	K08798
OG0005869	Breviolum388146	K17943
OG0004274	Breviolum4881	K01456
OG0003051	Breviolum167671	K10380
OG0005183	Breviolum74790	K03252
OG0005240	Breviolum49387	K01069
OG0002592	Breviolum39480	K06959
OG0004064	Breviolum47985	K14559
OG0002718	Breviolum345217	K15305
OG0002342	Breviolum58664	K09584
OG0000608	Breviolum85405	K03798
OG0003325	Breviolum348926	K25443
OG0005121	Breviolum82506	K14376
OG0002457	Breviolum229191	K01586
OG0000860	Breviolum185390	K01537
OG0001533	Breviolum226808	K13750
OG0000013	Breviolum178828	K21867
OG0006723	Breviolum47768	K13151
OG0002277	Breviolum58240	K15119
OG0002881	Breviolum72079	K17822
OG0003308	Breviolum210740	K00931
OG0004390	Breviolum36852	K06999
OG0001890	Breviolum28322	K08193
OG0001261	Breviolum307077	K08912
OG0003875	Breviolum58136	K00815
OG0000128	Breviolum51368	K08582
OG0000051	Breviolum33291	K03063
OG0007590	Breviolum206829	K09571
OG0006287	Breviolum226400	K17508
OG0003484	Breviolum266169	K10867
OG0006271	Breviolum90436	K10380
OG0000996	Breviolum53653	K17839
OG0003478	Breviolum83126	K03022
OG0005443	Breviolum226077	K00380
OG0007322	Breviolum227060	K00878
OG0001996	Breviolum387581	K06178
OG0002677	Breviolum24320	K25551
OG0006883	Breviolum57452	K19375
OG0005131	Breviolum264434	K14652
OG0004359	Breviolum2320	K03234
OG0003641	Breviolum230847	K19589
OG0000078	Breviolum167028	K09640
OG0000534	Breviolum95425	K03453
OG0002707	Breviolum272196	K01307
OG0005182	Breviolum5579	K20899
OG0001770	Breviolum175064	K10645
OG0001462	Breviolum60097	K02974
OG0006134	Breviolum229883	K07565
OG0005364	Breviolum35438	K25656
OG0002461	Breviolum386128	K12132
OG0003850	Breviolum346548	K15111
OG0001379	Breviolum172050	K02156
OG0001913	Breviolum75189	K08830
OG0007392	Breviolum48329	K11113
OG0007704	Breviolum226742	K13941
OG0001914	Breviolum386524	K19909
OG0004311	Breviolum5451	K09660
OG0001045	Breviolum372311	K02704
OG0003067	Breviolum62258	K07240
OG0000157	Breviolum3673	K05665
OG0000497	Breviolum58884	K00029
OG0002389	Breviolum395415	K01626
OG0002657	Breviolum385964	K18055
OG0003581	Breviolum69364	K22809
OG0005592	Breviolum88513	K00111
OG0007069	Breviolum71078	K09500
OG0004068	Breviolum176125	K03165
OG0001381	Breviolum169331	K04461
OG0007252	Breviolum63026	K02221
OG0002097	Breviolum343269	K10481
OG0000799	Breviolum44402	K18055
OG0007154	Breviolum54531	K01792
OG0001639	Breviolum274658	K01802
OG0001822	Breviolum275759	K10799
OG0001622	Breviolum46776	K00036
OG0001686	Breviolum178468	K24543
OG0005479	Breviolum227375	K01135
OG0001087	Breviolum321315	K05516
OG0001323	Breviolum74765	K21440
OG0007157	Breviolum45514	K10427
OG0000910	Breviolum35680	K01735
OG0000239	Breviolum28835	K15259
OG0003056	Breviolum78501	K17981
OG0000066	Breviolum57637	K17499
OG0005471	Breviolum309964	K22857
OG0005023	Breviolum62187	K01208
OG0001169	Breviolum191640	K17690
OG0005075	Breviolum68879	K20346
OG0001837	Breviolum39573	K07376
OG0007055	Breviolum51060	K10450
OG0000061	Breviolum268811	K04854
OG0002024	Breviolum305460	K03456
OG0002812	Breviolum245408	K24104
OG0006542	Breviolum27510	K13412
OG0007204	Breviolum386353	K00814
OG0004996	Breviolum48570	K00507
OG0004154	Breviolum48915	K18417
OG0005664	Breviolum391988	K16535
OG0006764	Breviolum89432	K01228
OG0002596	Breviolum61293	K15016
OG0002847	Breviolum85540	K02183
OG0000427	Breviolum244502	K08139
