Breviolum81386	K19678
Breviolum87345	K12811
Breviolum21838	K05791
Breviolum174889	K02471
Breviolum72865	K22614
Breviolum34920	K13412
Breviolum52830	K12447
Breviolum76142	K07376
Breviolum81931	K00545
Breviolum317754	K21969
Breviolum88957	K04421
Breviolum210836	K13026
Breviolum157665	K04905
Breviolum240714	K19663
Breviolum52094	K22762
Breviolum85060	K04986
Breviolum204822	K20032
Breviolum209605	K15045
Breviolum64858	K23518
Breviolum83592	K12035
Breviolum100952	K05665
Breviolum98642	K17341
Breviolum105387	K11886
Breviolum238110	K00147
Breviolum108129	K11592
Breviolum212950	K00703
Breviolum205387	K01555
Breviolum82269	K10380
Breviolum134677	K04460
Breviolum88783	K24272
Breviolum106401	K02989
Breviolum89474	K11838
Breviolum35241	K25897
Breviolum245124	K13288
Breviolum142039	K09571
Breviolum73590	K00889
Breviolum270914	K02151
Breviolum14871	K06927
Breviolum83062	K00451
Breviolum248082	K13091
Breviolum57029	K12483
Breviolum102774	K02692
Breviolum55202	K19760
Breviolum64547	K14379
Breviolum39030	K16726
Breviolum106739	K25608
Breviolum207855	K10448
Breviolum21133	K07404
Breviolum94553	K00472
Breviolum106662	K14297
Breviolum33399	K04797
Breviolum70006	K01915
Breviolum116205	K11839
Breviolum310185	K08582
Breviolum155929	K04730
Breviolum30424	K14427
Breviolum94605	K02883
Breviolum77203	K08770
Breviolum239491	K06173
Breviolum72927	K14457
Breviolum59134	K03544
Breviolum20061	K01803
Breviolum272853	K12132
Breviolum90247	K08827
Breviolum95493	K05534
Breviolum156622	K19306
Breviolum48212	K20028
Breviolum32136	K13126
Breviolum244897	K13412
Breviolum157492	K12492
Breviolum248058	K12585
Breviolum178896	K01507
Breviolum225844	K09511
Breviolum209780	K05841
Breviolum91979	K19681
Breviolum173168	K03259
Breviolum66908	K20198
Breviolum142905	K04857
Breviolum12919	K06180
Breviolum137091	K22614
Breviolum175069	K00472
Breviolum125234	K04892
Breviolum182899	K01118
Breviolum69081	K13755
Breviolum152692	K05757
Breviolum35388	K07904
Breviolum278295	K02726
Breviolum77549	K01349
Breviolum11400	K01115
Breviolum276428	K05849
Breviolum54504	K00476
Breviolum17111	K00726
Breviolum211916	K14004
Breviolum127553	K04936
Breviolum46857	K00215
Breviolum5555	K11977
Breviolum20850	K12842
Breviolum178315	K05658
Breviolum248810	K07944
Breviolum67137	K00645
Breviolum34224	K22763
Breviolum274966	K13354
Breviolum37140	K05275
Breviolum132560	K23424
Breviolum19640	K08798
Breviolum697	K02261
Breviolum85045	K04043
Breviolum275746	K25552
Breviolum241518	K00574
Breviolum76515	K23855
Breviolum149885	K15665
Breviolum113255	K08151
Breviolum60483	K00852
Breviolum59033	K01412
Breviolum79335	K03235
Breviolum56675	K14297
Breviolum52286	K11982
Breviolum213097	K16602
Breviolum64878	K11323
Breviolum176114	K00826
Breviolum101474	K02692
Breviolum157214	K14288
Breviolum159417	K23490
Breviolum20582	K17535
Breviolum5639	K08994
Breviolum273757	K14326
Breviolum80215	K11978
Breviolum138025	K17499
Breviolum158217	K10427
Breviolum186885	K06179
Breviolum54658	K10290
Breviolum277640	K09568
Breviolum209465	K20291
Breviolum205180	K18764
Breviolum248207	K12132
Breviolum211883	K02183
Breviolum56490	K04420
Breviolum184154	K11165
Breviolum53842	K00464
Breviolum208142	K23490
Breviolum277562	K00796
Breviolum307996	K12132
Breviolum44628	K01365
Breviolum22004	K15710
Breviolum57576	K14674
Breviolum283372	K12013
Breviolum132550	K11835
Breviolum67038	K05929
Breviolum77737	K15382
Breviolum85139	K24175
Breviolum36469	K07747
Breviolum96866	K16289
Breviolum74478	K04855
Breviolum157625	K04851
Breviolum105943	K08908
Breviolum45310	K08794
Breviolum86202	K11416
Breviolum119393	K00434
Breviolum90624	K21396
Breviolum52813	K13720
Breviolum273081	K05679
Breviolum117491	K10846
Breviolum216217	K09516
Breviolum249966	K12871
Breviolum77377	K08202
Breviolum22270	K04892
Breviolum66015	K04421
Breviolum277356	K22282
Breviolum107597	K01883
Breviolum276035	K13412
Breviolum249328	K06180
Breviolum157791	K00249
Breviolum163176	K05643
Breviolum241900	K17506
Breviolum161727	K03403
Breviolum13829	K10380
Breviolum17004	K16302
Breviolum242889	K01196
Breviolum128075	K10380
Breviolum102271	K03798
Breviolum121368	K19942
Breviolum277762	K12198
Breviolum205439	K22943
Breviolum26430	K11699
Breviolum270751	K15109
Breviolum127601	K13100
Breviolum93584	K07374
Breviolum132193	K05273
Breviolum152205	K15445
Breviolum82447	K12796
Breviolum100793	K03798
Breviolum75278	K06961
Breviolum111251	K01195
Breviolum95001	K12307
Breviolum8938	K11416
Breviolum64636	K25226
Breviolum19747	K13185
Breviolum222748	K16457
Breviolum176222	K14963
Breviolum93418	K06972
Breviolum284931	K19760
Breviolum56955	K11536
Breviolum77828	K03456
Breviolum69545	K01517
Breviolum175548	K00898
Breviolum90485	K03002
Breviolum69157	K10406
Breviolum66190	K16547
Breviolum51669	K00434
Breviolum212446	K06175
Breviolum17902	K03281
Breviolum219865	K03686
Breviolum204779	K03327
Breviolum89782	K10635
Breviolum45793	K08337
Breviolum212047	K22866
Breviolum278664	K00079
Breviolum144163	K13107
Breviolum101983	K03696
Breviolum86176	K08803
Breviolum191210	K04460
Breviolum244205	K06180
Breviolum130308	K12573
Breviolum51498	K05312
Breviolum175185	K04955
Breviolum127397	K03798
Breviolum31654	K25443
Breviolum238721	K11412
Breviolum310523	K06630
Breviolum238696	K03364
Breviolum111423	K15414
Breviolum22202	K08994
Breviolum150942	K09525
Breviolum130951	K07636
Breviolum90845	K12166
Breviolum157756	K23741
Breviolum85254	K12132
Breviolum160009	K07390
Breviolum217453	K12606
Breviolum77315	K06130
Breviolum144509	K17943
Breviolum23557	K22763
Breviolum59118	K13755
Breviolum270955	K05849
Breviolum139322	K13126
Breviolum24683	K08287
Breviolum37649	K00040
Breviolum174593	K00812
Breviolum59757	K04416
Breviolum161311	K17544
Breviolum51305	K06130
Breviolum238173	K05925
Breviolum54807	K04833
Breviolum159468	K10408
Breviolum16756	K00318
Breviolum242252	K11996
Breviolum129674	K09490
Breviolum58658	K23424
Breviolum102677	K01768
Breviolum210534	K17579
Breviolum65076	K15111
Breviolum275914	K04875
Breviolum20294	K10706
Breviolum18435	K05309
Breviolum24741	K03877
Breviolum36427	K06180
Breviolum56969	K03083
Breviolum243401	K00306
Breviolum143124	K13753
Breviolum76666	K12823
Breviolum281661	K10359
Breviolum17462	K10591
Breviolum69678	K03654
Breviolum156719	K08193
Breviolum56205	K03686
Breviolum38854	K25395
Breviolum164694	K11262
Breviolum237344	K09562
Breviolum17600	K20196
Breviolum40576	K01336
Breviolum56356	K01262
Breviolum21786	K08738
Breviolum172446	K06997
Breviolum155082	K18404
Breviolum187222	K06180
Breviolum36500	K03512
Breviolum66297	K11161
Breviolum307972	K24205
Breviolum44189	K10867
Breviolum272175	K08794
Breviolum20325	K12460
Breviolum32336	K10455
Breviolum205939	K01069
Breviolum172141	K09511
Breviolum89737	K09578
Breviolum6221	K01414
Breviolum279038	K09531
Breviolum6938	K05592
Breviolum20555	K19709
Breviolum140570	K17498
Breviolum127502	K03686
Breviolum127019	K13719
Breviolum107254	K03686
Breviolum20545	K15259
Breviolum271965	K08869
Breviolum159006	K13412
Breviolum280931	K20180
Breviolum150155	K10380
Breviolum95504	K10858
Breviolum17457	K07146
Breviolum57968	K00547
Breviolum285781	K14424
Breviolum272729	K25792
Breviolum93443	K24728
Breviolum244636	K03426
Breviolum101250	K13412
Breviolum86884	K01768
Breviolum47825	K11163
Breviolum184341	K10841
Breviolum239199	K15502
Breviolum44146	K19525
Breviolum49838	K12823
Breviolum81378	K15505
Breviolum22870	K13412
Breviolum205253	K19041
Breviolum70103	K14864
Breviolum175647	K21396
Breviolum69252	K16745
Breviolum60986	K05313
Breviolum8201	K02937
Breviolum133275	K01251
Breviolum51250	K01103
Breviolum56359	K00863
Breviolum83204	K19360
Breviolum205872	K03455
Breviolum33328	K05609
Breviolum240153	K14004
Breviolum160937	K10380
Breviolum84330	K15283
Breviolum84602	K06180
Breviolum94734	K00965
Breviolum90612	K01377
Breviolum24420	K10870
Breviolum32404	K00793
Breviolum126940	K13412
Breviolum1070	K07198
Breviolum101712	K02145
Breviolum242008	K01530
Breviolum24084	K12318
Breviolum76941	K14457
Breviolum241073	K10277
Breviolum254464	K22754
Breviolum75554	K03978
Breviolum69467	K01246
Breviolum206555	K05665
Breviolum121287	K10407
Breviolum80117	K21440
Breviolum241956	K10408
Breviolum122687	K09649
Breviolum121570	K08869
Breviolum306683	K01324
Breviolum16263	K19603
Breviolum84356	K12741
Breviolum55146	K06636
Breviolum274519	K01267
Breviolum156215	K09553
Breviolum37316	K06133
Breviolum156870	K00699
Breviolum238154	K07937
Breviolum10756	K03924
Breviolum120050	K04461
Breviolum58459	K11755
Breviolum152851	K03010
Breviolum95707	K01902
Breviolum218924	K25162
Breviolum158016	K12613
Breviolum249375	K23257
Breviolum65099	K24142
Breviolum282445	K03833
Breviolum141284	K04706
Breviolum118936	K01057
Breviolum102065	K08203
Breviolum148357	K10408
Breviolum106482	K11584
Breviolum175113	K12857
Breviolum209422	K03850
Breviolum73249	K11481
Breviolum310498	K04445
Breviolum96122	K01338
Breviolum284827	K16465
Breviolum44105	K14724
Breviolum22482	K09521
Breviolum239902	K00799
Breviolum237568	K10770
Breviolum214030	K06689
Breviolum277920	K12132
Breviolum98834	K17301
Breviolum113225	K03046
Breviolum60862	K21871
Breviolum208436	K04371
Breviolum155822	K16809
Breviolum53166	K10144
Breviolum238887	K03164
Breviolum156169	K20103
Breviolum40740	K02371
Breviolum108680	K14947
Breviolum218768	K12460
Breviolum59293	K21440
Breviolum156562	K23727
Breviolum209725	K07633
Breviolum37561	K23437
Breviolum57167	K22372
Breviolum244565	K00472
Breviolum84577	K14165
Breviolum83389	K11806
Breviolum173784	K13698
Breviolum147078	K15275
Breviolum79579	K18966
Breviolum273842	K19704
Breviolum177249	K17341
Breviolum275331	K00856
Breviolum177643	K01139
Breviolum55916	K22848
Breviolum109695	K22733
Breviolum61258	K12460
Breviolum66993	K04688
Breviolum72589	K03016
Breviolum33330	K10357
Breviolum36708	K10907
Breviolum173715	K06627
Breviolum188172	K04978
Breviolum145786	K19953
Breviolum108241	K13210
Breviolum40341	K10768
Breviolum102531	K12567
Breviolum116805	K16462
Breviolum42652	K02606
Breviolum205933	K01230
Breviolum64950	K02218
Breviolum30574	K13510
Breviolum20483	K20102
Breviolum176449	K13293
Breviolum142488	K14844
Breviolum117960	K14338
Breviolum44665	K02087
Breviolum90550	K12373
Breviolum125687	K19513
Breviolum177108	K12492
Breviolum308349	K07562
Breviolum37951	K10747
Breviolum90712	K10592
Breviolum274235	K12832
Breviolum131710	K18764
Breviolum37903	K04373
Breviolum240274	K23257
Breviolum206892	K10777
Breviolum271626	K02218
Breviolum213928	K09592
Breviolum212660	K06664
Breviolum76927	K24680
Breviolum240641	K18757
Breviolum144755	K02868
Breviolum82381	K04043
Breviolum102519	K02168
Breviolum130011	K10866
Breviolum49992	K06917
Breviolum283880	K07055
Breviolum124786	K06180
Breviolum65111	K12132
Breviolum276036	K07874
Breviolum57930	K13702
Breviolum80470	K22763
Breviolum86782	K10955
Breviolum106081	K07376
Breviolum274682	K01487
Breviolum101308	K14306
Breviolum38487	K10799
Breviolum190040	K15583
Breviolum58925	K04986
Breviolum240128	K17505
Breviolum79837	K14399
Breviolum96902	K25767
Breviolum98934	K13412
Breviolum241968	K01285
Breviolum59217	K14548
Breviolum23574	K03929
Breviolum40798	K06210
Breviolum242264	K10477
Breviolum55215	K24869
Breviolum41765	K00645
Breviolum3413	K00700
Breviolum44910	K15631
Breviolum36571	K13289
Breviolum69520	K03637
Breviolum51956	K03183
Breviolum12907	K08998
Breviolum241027	K20877
Breviolum143300	K02206
Breviolum114911	K22390
Breviolum111708	K09571
Breviolum69814	K01338
Breviolum309618	K21862
Breviolum16608	K01103
Breviolum127438	K03509
Breviolum280473	K03687
Breviolum247994	K14963
Breviolum16348	K07893
Breviolum73184	K10407
Breviolum52037	K12663
Breviolum31350	K15541
Breviolum49887	K10408
Breviolum125580	K13179
Breviolum127668	K06630
Breviolum180059	K08848
Breviolum74291	K03654
Breviolum276930	K03762
Breviolum95425	K05841
Breviolum55414	K14607
Breviolum278252	K10635
Breviolum107676	K05665
Breviolum55837	K01408
Breviolum39305	K23334
Breviolum53417	K10589
Breviolum244723	K11407
Breviolum243692	K06969
Breviolum38623	K12603
Breviolum158634	K06793
Breviolum5518	K22366
Breviolum48240	K23853
Breviolum139981	K19757
Breviolum87463	K00109
Breviolum210639	K00821
Breviolum279512	K06689
Breviolum75710	K09502
Breviolum56463	K10380
Breviolum53615	K23978
Breviolum59093	K15190
Breviolum159718	K14312
Breviolum77073	K13293
Breviolum79134	K09571
Breviolum277313	K06875
Breviolum155785	K10392
Breviolum88924	K07514
Breviolum30446	K03782
Breviolum12772	K17506
Breviolum12411	K02883
Breviolum102769	K02930
Breviolum20524	K13418
Breviolum274548	K01092
Breviolum175056	K10380
Breviolum178813	K03039
Breviolum221711	K03142
Breviolum13730	K10523
Breviolum51261	K23788
Breviolum305940	K01204
Breviolum176053	K03579
Breviolum120975	K15014
Breviolum61452	K13102
Breviolum239788	K18663
Breviolum208192	K10669
Breviolum150495	K12440
Breviolum61028	K17783
Breviolum35808	K18328
Breviolum5360	K14944
Breviolum93645	K03235
Breviolum4137	K13614
Breviolum154868	K07198
Breviolum33242	K08798
Breviolum84251	K12818
Breviolum220415	K10408
Breviolum76791	K02321
Breviolum95496	K03696
Breviolum117008	K13412
Breviolum36936	K00894
Breviolum86652	K22614
Breviolum64586	K15255
Breviolum172278	K14403
Breviolum140608	K04515
Breviolum20638	K00002
Breviolum178363	K14773
Breviolum284804	K10443
Breviolum212624	K01286
Breviolum76299	K12603
Breviolum73496	K01379
Breviolum238863	K13412
Breviolum4581	K06901
Breviolum153305	K06917
Breviolum147168	K08776
Breviolum127729	K04739
Breviolum311413	K02736
Breviolum114082	K23625
Breviolum274735	K06130
Breviolum83245	K13412
Breviolum120710	K07497
Breviolum259982	K00954
Breviolum47677	K12862
Breviolum58017	K04799
Breviolum91842	K08855
Breviolum51675	K13274
Breviolum240735	K20151
Breviolum176963	K22809
Breviolum238449	K10413
Breviolum172041	K13126
Breviolum68248	K02693
Breviolum75142	K26223
Breviolum117818	K04905
Breviolum66542	K10251
Breviolum213436	K01835
Breviolum52496	K10357
Breviolum242366	K15443
Breviolum91477	K01369
Breviolum15258	K15336
Breviolum59971	K12820
Breviolum66071	K07442
Breviolum252028	K04515
Breviolum74344	K08991
Breviolum114279	K01135
Breviolum150857	K22614
Breviolum151444	K21440
Breviolum240984	K15701
Breviolum178519	K19329
Breviolum124157	K17952
Breviolum66881	K00058
Breviolum101138	K08776
Breviolum54387	K07542
Breviolum189224	K10860
Breviolum175623	K00948
Breviolum130165	K02739
Breviolum108628	K11493
Breviolum137236	K02149
Breviolum64260	K08808
Breviolum310776	K09480
Breviolum53664	K00059
Breviolum57671	K19307
Breviolum69635	K09553
Breviolum282202	K08802
Breviolum274382	K22614
Breviolum69234	K01188
Breviolum19740	K14996
Breviolum45796	K06070
Breviolum17278	K10859
Breviolum41944	K08857
Breviolum92531	K04739
Breviolum114960	K10747
Breviolum91831	K10615
Breviolum32209	K06694
Breviolum105001	K06173
Breviolum42658	K00823
Breviolum86881	K06180
Breviolum23168	K10591
Breviolum11461	K25896
Breviolum208257	K08997
Breviolum102968	K13448
Breviolum42672	K11884
Breviolum38998	K05986
Breviolum20444	K23569
Breviolum220999	K09861
Breviolum206623	K04460
Breviolum78953	K07393
Breviolum58956	K16075
Breviolum64660	K01870
Breviolum157236	K10770
Breviolum62700	K04371
Breviolum146321	K12472
Breviolum65756	K09503
Breviolum77669	K02183
Breviolum144706	K16688
Breviolum208515	K04834
Breviolum138722	K21813
Breviolum116512	K07376
Breviolum183521	K24729
Breviolum81485	K24083
Breviolum94995	K16748
Breviolum23148	K14755
Breviolum150793	K13181
Breviolum84560	K12410
Breviolum75537	K06694
Breviolum210470	K08332
Breviolum172365	K08582
Breviolum50155	K14413
Breviolum55053	K20032
Breviolum48259	K00902
Breviolum45400	K10273
Breviolum173584	K06070
Breviolum80375	K14439
Breviolum212752	K01307
Breviolum77184	K15272
Breviolum175477	K15028
Breviolum251719	K00357
Breviolum280744	K07376
Breviolum277042	K25615
Breviolum128674	K10380
Breviolum59085	K12442
Breviolum84204	K05756
Breviolum158062	K09529
Breviolum49302	K06206
Breviolum153809	K21989
Breviolum105693	K03350
Breviolum17648	K06173
Breviolum305960	K00967
Breviolum147809	K12443
Breviolum75604	K17914
Breviolum175221	K06158
Breviolum16726	K00898
Breviolum243882	K10407
Breviolum49165	K00898
Breviolum308591	K03844
Breviolum238300	K05349
Breviolum122038	K15516
Breviolum147975	K02471
Breviolum17452	K21814
Breviolum206590	K08069
Breviolum60924	K02183
Breviolum94970	K24509
Breviolum23053	K03350
Breviolum101970	K04515
Breviolum65473	K05933
Breviolum238064	K10414
Breviolum62624	K01692
Breviolum284647	K00059
Breviolum65062	K14589
Breviolum144990	K10396
Breviolum123543	K13707
Breviolum16120	K11703
Breviolum60336	K10393
Breviolum84567	K13614
Breviolum208108	K06158
Breviolum96451	K10380
Breviolum35848	K21867
Breviolum158985	K16219
Breviolum243861	K24205
Breviolum16763	K15287
Breviolum173306	K05658
Breviolum306720	K19613
Breviolum16234	K09568
Breviolum113244	K09490
Breviolum239400	K11161
Breviolum81504	K13412
Breviolum16167	K07300
Breviolum72839	K02896
Breviolum44265	K05768
Breviolum116789	K04854
Breviolum78739	K17428
Breviolum311379	K15102
Breviolum22238	K01195
Breviolum83082	K03929
Breviolum176743	K14297
Breviolum30205	K04905
Breviolum148700	K15042
Breviolum112519	K01915
Breviolum15276	K03635
Breviolum155994	K00845
Breviolum117310	K12735
Breviolum15958	K11968
Breviolum272272	K09571
Breviolum101084	K05668
Breviolum146768	K16055
Breviolum259957	K05658
Breviolum68211	K01363
Breviolum58506	K02350
Breviolum243976	K12842
Breviolum58336	K15196
Breviolum130188	K00670
Breviolum191614	K21413
Breviolum245635	K04948
Breviolum60122	K04630
Breviolum84302	K24083
Breviolum69515	K00630
Breviolum211606	K17943
Breviolum24733	K01625
Breviolum243055	K16742
Breviolum274097	K16052
Breviolum132912	K06677
Breviolum86624	K17732
Breviolum91333	K08796
Breviolum119086	K08745
Breviolum113565	K01520
Breviolum157301	K21396
Breviolum102320	K12842
Breviolum72991	K05349
Breviolum307951	K12486
Breviolum177752	K10849
Breviolum121687	K02519
Breviolum103301	K02720
Breviolum83210	K13577
Breviolum277636	K15272
Breviolum99858	K12581
Breviolum30297	K11204
Breviolum183541	K05665
Breviolum291943	K15699
Breviolum96622	K08150
Breviolum44579	K06180
Breviolum23513	K17535
Breviolum76306	K12888
Breviolum272794	K01408
Breviolum104600	K15083
Breviolum74967	K00460
Breviolum50568	K25896
Breviolum42576	K01076
Breviolum205303	K17608
Breviolum20863	K02901
Breviolum88570	K22762
Breviolum84342	K14206
Breviolum94725	K08794
Breviolum97621	K00810
Breviolum163020	K20793
Breviolum83035	K13126
Breviolum73229	K09661
Breviolum122031	K19360
Breviolum84391	K06174
Breviolum187700	K05657
Breviolum15234	K23257
Breviolum63413	K16482
Breviolum55120	K12199
Breviolum68257	K12603
Breviolum22826	K20304
Breviolum214489	K00545
Breviolum75995	K04908
Breviolum126257	K12614
Breviolum215470	K12304
Breviolum209665	K04958
Breviolum53821	K09503
Breviolum144519	K05849
Breviolum126905	K01885
Breviolum43395	K10393
Breviolum176126	K05542
Breviolum82500	K02355
Breviolum22360	K13412
Breviolum244916	K01228
Breviolum122377	K17087
Breviolum272436	K07300
Breviolum11189	K17609
Breviolum72791	K01113
Breviolum180572	K14779
Breviolum36771	K00471
Breviolum20699	K24611
Breviolum154890	K03217
Breviolum38871	K07937
Breviolum124223	K08332
Breviolum110848	K09580
Breviolum244110	K22763
Breviolum68592	K07126
Breviolum28400	K02303
Breviolum23637	K23490
Breviolum178981	K10523
Breviolum133483	K03145
Breviolum45725	K00031
Breviolum57545	K20526
Breviolum21808	K14326
Breviolum33429	K08884
Breviolum237593	K14963
Breviolum19917	K00898
Breviolum66898	K23801
Breviolum237185	K15504
Breviolum16291	K13412
Breviolum55737	K13412
Breviolum65966	K02116
Breviolum69791	K17535
Breviolum73993	K10380
Breviolum31663	K00797
Breviolum44977	K01062
Breviolum67303	K01783
Breviolum64898	K01008
Breviolum313071	K03932
Breviolum209177	K01200
Breviolum19683	K16639
Breviolum179202	K16055
Breviolum211327	K06173
Breviolum37144	K06252
Breviolum25003	K13126
Breviolum273633	K02636
Breviolum57014	K02895
Breviolum56815	K16777
Breviolum57538	K19760
Breviolum54343	K13179
Breviolum23499	K04515
Breviolum273705	K14803
Breviolum80031	K15498
Breviolum83070	K12349
Breviolum120348	K13126
Breviolum110994	K12823
Breviolum21800	K08857
Breviolum124405	K02040
Breviolum241472	K07523
Breviolum178185	K14832
Breviolum147829	K08582
Breviolum37888	K06178
Breviolum206180	K01784
Breviolum146588	K14950
Breviolum84160	K09511
Breviolum272712	K19375
Breviolum64619	K06911
Breviolum180299	K07198
Breviolum84211	K00545
Breviolum22	K09571
Breviolum23	K20800
Breviolum213742	K16575
Breviolum145289	K20051
Breviolum213563	K15119
Breviolum73290	K02836
Breviolum156388	K01338
Breviolum174473	K03654
Breviolum271735	K15734
Breviolum32682	K01240
Breviolum15981	K02183
Breviolum98005	K21993
Breviolum76086	K24427
Breviolum81330	K20242
Breviolum143639	K23957
Breviolum16516	K01869
Breviolum22738	K24764
Breviolum66066	K22048
Breviolum88997	K01595
Breviolum52032	K06969
Breviolum129090	K25639
Breviolum95610	K17491
Breviolum21013	K01811
Breviolum94185	K22133
Breviolum243979	K10837
Breviolum91566	K03929
Breviolum59977	K08577
Breviolum60450	K03259
Breviolum53771	K01835
Breviolum275860	K01265
Breviolum37304	K00699
Breviolum56627	K00128
Breviolum80820	K17499
Breviolum20110	K05969
Breviolum46473	K17795
Breviolum76724	K06158
Breviolum89896	K10446
Breviolum93580	K03526
Breviolum84820	K10408
Breviolum130891	K04079
Breviolum120628	K14655
Breviolum123583	K12608
Breviolum124804	K17302
Breviolum131797	K10260
Breviolum83724	K00274
Breviolum47079	K07953
Breviolum77149	K07375
Breviolum113851	K02876
Breviolum80896	K01626
Breviolum61504	K10407
Breviolum207025	K14829
Breviolum84649	K22761
Breviolum66969	K16466
Breviolum38884	K24937
Breviolum149188	K15280
Breviolum82005	K01081
Breviolum172294	K08369
Breviolum39896	K01188
Breviolum238709	K02891
Breviolum60902	K00088
Breviolum86906	K12132
Breviolum329878	K10408
Breviolum185301	K05857
Breviolum73915	K13412
Breviolum82407	K17570
Breviolum142968	K12580
Breviolum59729	K17839
Breviolum280187	K15111
Breviolum33521	K24353
Breviolum14721	K16865
Breviolum145469	K07253
Breviolum128537	K00134
Breviolum237215	K03686
Breviolum135048	K04981
Breviolum82328	K00981
Breviolum63651	K15119
Breviolum242526	K01363
Breviolum94960	K13094
Breviolum101543	K02110
Breviolum135624	K08776
Breviolum112501	K06188
Breviolum58220	K20069
Breviolum272077	K10413
Breviolum21736	K23741
Breviolum117760	K11928
Breviolum57924	K10380
Breviolum212375	K11646
Breviolum85027	K11584
Breviolum108638	K09580
Breviolum86661	K00471
Breviolum310473	K22858
Breviolum208771	K25162
Breviolum5755	K00476
Breviolum180377	K02725
Breviolum69581	K08869
Breviolum130850	K11276
Breviolum84172	K08869
Breviolum15940	K07299
Breviolum171755	K18666
Breviolum39439	K00612
Breviolum44013	K00812
Breviolum123294	K11869
Breviolum73479	K00323
Breviolum36657	K02945
Breviolum103605	K12599
Breviolum87398	K09584
Breviolum107022	K10380
Breviolum92610	K02996
Breviolum83539	K10405
Breviolum60224	K00873
Breviolum99743	K00699
Breviolum88791	K17545
Breviolum64594	K23438
Breviolum280392	K19656
Breviolum80326	K13753
Breviolum20276	K06924
Breviolum149813	K10336
Breviolum145175	K00106
Breviolum78615	K17535
Breviolum88520	K08654
Breviolum73968	K10478
Breviolum113516	K03243
Breviolum55295	K01511
Breviolum40752	K16600
Breviolum80425	K22746
Breviolum158776	K12590
Breviolum91319	K20196
Breviolum106545	K01876
Breviolum238076	K15335
Breviolum51782	K19882
Breviolum86985	K23499
Breviolum160249	K01515
Breviolum280225	K03015
Breviolum150678	K14786
Breviolum122765	K02737
Breviolum273862	K12394
Breviolum281154	K17339
Breviolum107858	K07179
Breviolum141	K00476
Breviolum143009	K10380
Breviolum74927	K04841
Breviolum208549	K21121
Breviolum273594	K13956
Breviolum20371	K01382
Breviolum54467	K17938
Breviolum111971	K03699
Breviolum73798	K03177
Breviolum33815	K04424
Breviolum276082	K13412
Breviolum174193	K10455
Breviolum243021	K04461
Breviolum152675	K16462
Breviolum1316	K13696
Breviolum206723	K17263
Breviolum237332	K15110
Breviolum18101	K07893
Breviolum39112	K05546
Breviolum55226	K00710
Breviolum151681	K00121
Breviolum156616	K09571
Breviolum174206	K12132
Breviolum172762	K05841
Breviolum76779	K15283
Breviolum20924	K04957
Breviolum133389	K21888
Breviolum217821	K10408
Breviolum41089	K11162
Breviolum280502	K14165
Breviolum14567	K25897
Breviolum156130	K09578
Breviolum238700	K00029
Breviolum84240	K06180
Breviolum15560	K00999
Breviolum79856	K02998
Breviolum75365	K22763
Breviolum194052	K01784
Breviolum238695	K03768
Breviolum56539	K09553
Breviolum129395	K17609
Breviolum171924	K04512
Breviolum275384	K16601
Breviolum172436	K11168
Breviolum80317	K07304
Breviolum211463	K10408
Breviolum178529	K22763
Breviolum87191	K00428
Breviolum122145	K13984
Breviolum182084	K00545
Breviolum183707	K22763
Breviolum92494	K21866
Breviolum117444	K14997
Breviolum5054	K02030
Breviolum172495	K08193
Breviolum80289	K08857
Breviolum63998	K02878
Breviolum102188	K24929
Breviolum105199	K04708
Breviolum44223	K22763
Breviolum180958	K15398
Breviolum88534	K11836
Breviolum101102	K08913
Breviolum158705	K00505
Breviolum309556	K00545
Breviolum74545	K10581
Breviolum139500	K01869
Breviolum181256	K03405
Breviolum82108	K06639
Breviolum69136	K14826
Breviolum239004	K17081
Breviolum178193	K19199
Breviolum182950	K03687
Breviolum283548	K05012
Breviolum34014	K13210
Breviolum174881	K01537
Breviolum100330	K00459
Breviolum94197	K14799
Breviolum277775	K00380
Breviolum119174	K09828
Breviolum69258	K20032
Breviolum126002	K17065
Breviolum95813	K14857
Breviolum84233	K01256
Breviolum17157	K23727
Breviolum157926	K09514
Breviolum204912	K19677
Breviolum39322	K10380
Breviolum12575	K02945
Breviolum181381	K00621
Breviolum17025	K12166
Breviolum38387	K10799
Breviolum42600	K07304
Breviolum45829	K10357
Breviolum64555	K19199
Breviolum95138	K24764
Breviolum31771	K08582
Breviolum122069	K22614
Breviolum220531	K14407
Breviolum28501	K14569
Breviolum243129	K14165
Breviolum102064	K15378
Breviolum102164	K07890
Breviolum58280	K01850
Breviolum175732	K01127
Breviolum40778	K13238
Breviolum157889	K11703
Breviolum179865	K21440
Breviolum240597	K11518
Breviolum21900	K15259
Breviolum42568	K00703
Breviolum110740	K01408
Breviolum52049	K06215
Breviolum84538	K08076
Breviolum645	K18055
Breviolum282309	K04950
Breviolum178725	K00014
Breviolum75071	K12581
Breviolum16701	K11838
Breviolum173702	K14652
Breviolum20059	K03686
Breviolum172340	K25872
Breviolum79714	K20715
Breviolum271831	K16603
Breviolum82497	K10367
Breviolum22285	K01178
Breviolum163648	K00574
Breviolum240417	K13126
Breviolum113588	K13291
Breviolum46103	K08490
Breviolum33919	K01128
Breviolum157831	K06178
Breviolum172451	K01711
Breviolum15153	K08997
Breviolum1137	K22763
